LogisticRegression__penalty,LogisticRegression__c_reg,LogisticRegression__solver,LogisticRegression__max_iter,Svm__C,Svm__kernel,Svm__gamma,Svm__degree,Svm__class_weight,NaiveBayes__priors
l2,1.0,newton-cg,10000,0.1,poly,1,3,,
